ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Transcription,AlternativeValue,AlternativeTranscription
endepapuanewguinea-5-930-1,,endepapuanewguinea,5-930,gagäll ine,gagäll ine,,also: ine konkonang,Lindsey2019,,,standardorth,ɡaɡəɽ ine,phonetic
endepapuanewguinea-5-940-1,,endepapuanewguinea,5-940,tuba,tuba,,coconut wine,Lindsey2019,,,standardorth,tuba,phonetic
endepapuanewguinea-5-970-1,,endepapuanewguinea,5-970,pakäp,pakäp,,,Lindsey2019,,,standardorth,pakəp,phonetic
endepapuanewguinea-5-971-1,,endepapuanewguinea,5-971,pat,pat,,,Lindsey2019,,,standardorth,pat,phonetic
endepapuanewguinea-6-110-1,,endepapuanewguinea,6-110,mättmätt,mättmätt,,,Lindsey2019,,,standardorth,məʈᶳməʈᶳ,phonetic
endepapuanewguinea-6-120-1,,endepapuanewguinea,6-120,kaptte,kaptte,,also: ittpo,Lindsey2019,,,standardorth,kapʈᶳe,phonetic
endepapuanewguinea-6-130-1,,endepapuanewguinea,6-130,kaptte pittnenang,kaptte pittnenang,,,Lindsey2019,,,standardorth,kapʈᶳe piʈᶳnenaŋ,phonetic
endepapuanewguinea-6-210-1,,endepapuanewguinea,6-210,kaptte,kaptte,,also: ittpo,Lindsey2019,,,standardorth,kapʈᶳe,phonetic
endepapuanewguinea-6-240-1,,endepapuanewguinea,6-240,tirit,tirit,,,Lindsey2019,,,standardorth,tirit,phonetic
endepapuanewguinea-6-280-1,,endepapuanewguinea,6-280,kom,kom,,,Lindsey2019,,,standardorth,kom,phonetic
endepapuanewguinea-6-290-1,,endepapuanewguinea,6-290,ddäddäg ttoe,ddäddäg ttoe,,,Lindsey2019,,,standardorth,ɖᶼəɖᶼəɡ ʈᶳoj,phonetic
endepapuanewguinea-6-310-1,,endepapuanewguinea,6-310,ngänae,ngänae,,,Lindsey2019,,,standardorth,ŋənaj,phonetic
endepapuanewguinea-6-330-1,,endepapuanewguinea,6-330,i,i,,,Lindsey2019,,,standardorth,i,phonetic
endepapuanewguinea-6-350-1,,endepapuanewguinea,6-350,pittpitt,pittpitt,,,Lindsey2019,,,standardorth,piʈᶳpiʈᶳ,phonetic
endepapuanewguinea-6-360-1,,endepapuanewguinea,6-360,niro,niro,,,Lindsey2019,,,standardorth,niro,phonetic
endepapuanewguinea-6-380-1,,endepapuanewguinea,6-380,tär,tär,,,Lindsey2019,,,standardorth,tər,phonetic
endepapuanewguinea-6-390-1,,endepapuanewguinea,6-390,kala,kala,,,Lindsey2019,,,standardorth,kala,phonetic
endepapuanewguinea-6-420-1,,endepapuanewguinea,6-420,diris,diris,,,Lindsey2019,,,standardorth,diris,phonetic
endepapuanewguinea-6-430-1,,endepapuanewguinea,6-430,kallkäll sod,kallkäll sod,,,Lindsey2019,,,standardorth,kaɽkəɽ sod,phonetic
endepapuanewguinea-6-440-1,,endepapuanewguinea,6-440,sod,sod,,,Lindsey2019,,,standardorth,sod,phonetic
endepapuanewguinea-6-450-1,,endepapuanewguinea,6-450,kola,kola,,,Lindsey2019,,,standardorth,kola,phonetic
endepapuanewguinea-6-460-1,,endepapuanewguinea,6-460,pinigudd,pinigudd,,,Lindsey2019,,,standardorth,piniɡuɖᶼ,phonetic
endepapuanewguinea-6-461-1,,endepapuanewguinea,6-461,pite,pite,,,Lindsey2019,,,standardorth,pite,phonetic
endepapuanewguinea-6-480-1,,endepapuanewguinea,6-480,trausis,trausis,,,Lindsey2019,,,standardorth,trawsis,phonetic
endepapuanewguinea-6-490-1,,endepapuanewguinea,6-490,sok,sok,,,Lindsey2019,,,standardorth,sok,phonetic
endepapuanewguinea-6-510-1,,endepapuanewguinea,6-510,nying ttoe,nying ttoe,,also: nying kllop,Lindsey2019,,,standardorth,ɲiŋ ʈᶳoj,phonetic
endepapuanewguinea-6-520-1,,endepapuanewguinea,6-520,nying ttoe,nying ttoe,,,Lindsey2019,,,standardorth,ɲiŋ ʈᶳoj,phonetic
endepapuanewguinea-6-550-1,,endepapuanewguinea,6-550,walap,walap,,,Lindsey2019,,,standardorth,walap,phonetic
endepapuanewguinea-6-570-1,,endepapuanewguinea,6-570,kllän,kllän,,,Lindsey2019,,,standardorth,kɽən,phonetic
endepapuanewguinea-6-620-1,,endepapuanewguinea,6-620,ikop songgorag,ikop songgorag,,,Lindsey2019,,,standardorth,ikop soŋɡoraɡ,phonetic
endepapuanewguinea-6-710-1,,endepapuanewguinea,6-710,dadäräb,dadäräb,,,Lindsey2019,,,standardorth,dadərəb,phonetic
endepapuanewguinea-6-730-1,,endepapuanewguinea,6-730,ring,ring,,,Lindsey2019,,,standardorth,riŋ,phonetic
endepapuanewguinea-6-740-1,,endepapuanewguinea,6-740,ttang pitt,ttang pitt,,,Lindsey2019,,,standardorth,ʈᶳaŋ piʈᶳ,phonetic
endepapuanewguinea-6-750-1,,endepapuanewguinea,6-750,tärkakäp,tärkakäp,,,Lindsey2019,,,standardorth,tərkakəp,phonetic
endepapuanewguinea-6-780-1,,endepapuanewguinea,6-780,banggu,banggu,,,Lindsey2019,,,standardorth,baŋɡu,phonetic
endepapuanewguinea-6-790-1,,endepapuanewguinea,6-790,päd,päd,,,Lindsey2019,,,standardorth,pəd,phonetic
endepapuanewguinea-6-820-1,,endepapuanewguinea,6-820,tawel,tawel,,,Lindsey2019,,,standardorth,tawel,phonetic
endepapuanewguinea-6-910-1,,endepapuanewguinea,6-910,bun traema,bun traema,,,Lindsey2019,,,standardorth,bun trajma,phonetic
endepapuanewguinea-6-920-1,,endepapuanewguinea,6-920,bras,bras,,,Lindsey2019,,,standardorth,bras,phonetic
endepapuanewguinea-6-921-1,,endepapuanewguinea,6-921,tɨtɨp,tɨtɨp,,,Lindsey2019,,,standardorth,tɪtɪp,phonetic
endepapuanewguinea-6-930-1,,endepapuanewguinea,6-930,reza,reza,,,Lindsey2019,,,standardorth,reza,phonetic
endepapuanewguinea-6-950-1,,endepapuanewguinea,6-950,sup,sup,,,Lindsey2019,,,standardorth,sup,phonetic
endepapuanewguinea-7-110-1,,endepapuanewguinea,7-110,giddoll,giddoll,,,Lindsey2019,,,standardorth,ɡiɖᶼoɽ,phonetic
endepapuanewguinea-7-120-1,,endepapuanewguinea,7-120,ma,ma,,,Lindsey2019,,,standardorth,ma,phonetic
endepapuanewguinea-7-130-1,,endepapuanewguinea,7-130,mama,mama,,,Lindsey2019,,,standardorth,mama,phonetic
endepapuanewguinea-7-131-1,,endepapuanewguinea,7-131,mama,mama,,,Lindsey2019,,,standardorth,mama,phonetic
endepapuanewguinea-7-140-1,,endepapuanewguinea,7-140,inuma,inuma,,,Lindsey2019,,,standardorth,inuma,phonetic
endepapuanewguinea-7-150-1,,endepapuanewguinea,7-150,ngättma,ngättma,,,Lindsey2019,,,standardorth,ŋəʈᶳma,phonetic
endepapuanewguinea-7-160-1,,endepapuanewguinea,7-160,llama,llama,,,Lindsey2019,,,standardorth,ɽama,phonetic
endepapuanewguinea-7-170-1,,endepapuanewguinea,7-170,wätät yuma ma,wätät yuma ma,,,Lindsey2019,,,standardorth,wətət juma ma,phonetic
endepapuanewguinea-7-180-1,,endepapuanewguinea,7-180,ekatamenyma ma,ekatamenyma ma,,,Lindsey2019,,,standardorth,ekatameɲma ma,phonetic
endepapuanewguinea-7-210-1,,endepapuanewguinea,7-210,känttatt,känttatt,,,Lindsey2019,,,standardorth,kənʈᶳaʈᶳ,phonetic
endepapuanewguinea-7-220-1,,endepapuanewguinea,7-220,wäd,wäd,,,Lindsey2019,,,standardorth,wəd,phonetic
endepapuanewguinea-7-250-1,,endepapuanewguinea,7-250,wendda,wendda,,,Lindsey2019,,,standardorth,wenɖᶼa,phonetic
endepapuanewguinea-7-260-1,,endepapuanewguinea,7-260,käg,käg,,,Lindsey2019,,,standardorth,kəɡ,phonetic
endepapuanewguinea-7-270-1,,endepapuanewguinea,7-270,papek,papek,,also: dädäk,Lindsey2019,,,standardorth,papek,phonetic
endepapuanewguinea-7-310-1,,endepapuanewguinea,7-310,bikwem,bikwem,,,Lindsey2019,,,standardorth,bikwem,phonetic
endepapuanewguinea-7-370-1,,endepapuanewguinea,7-370,tät,tät,,,Lindsey2019,,,standardorth,tət,phonetic
endepapuanewguinea-7-420-1,,endepapuanewguinea,7-420,yunuma,yunuma,,,Lindsey2019,,,standardorth,junuma,phonetic
endepapuanewguinea-7-421-1,,endepapuanewguinea,7-421,pila,pila,,,Lindsey2019,,,standardorth,pila,phonetic
endepapuanewguinea-7-422-1,,endepapuanewguinea,7-422,blaegudd,blaegudd,,,Lindsey2019,,,standardorth,blajɡuɖᶼ,phonetic
endepapuanewguinea-7-430-1,,endepapuanewguinea,7-430,dämenma,dämenma,,,Lindsey2019,,,standardorth,dəmenma,phonetic
endepapuanewguinea-7-440-1,,endepapuanewguinea,7-440,katrekatre,katrekatre,,,Lindsey2019,,,standardorth,katrekatre,phonetic
endepapuanewguinea-7-450-1,,endepapuanewguinea,7-450,lampa,lampa,,also: tos,Lindsey2019,,,standardorth,lampa,phonetic
endepapuanewguinea-7-460-1,,endepapuanewguinea,7-460,kendäl,kendäl,,,Lindsey2019,,,standardorth,kendəl,phonetic
endepapuanewguinea-7-470-1,,endepapuanewguinea,7-470,katrekatre,katrekatre,,,Lindsey2019,,,standardorth,katrekatre,phonetic
endepapuanewguinea-7-510-1,,endepapuanewguinea,7-510,bengae,bengae,,,Lindsey2019,,,standardorth,beŋaj,phonetic
endepapuanewguinea-7-520-1,,endepapuanewguinea,7-520,pittpitt,pittpitt,,,Lindsey2019,,,standardorth,piʈᶳpiʈᶳ,phonetic
endepapuanewguinea-7-530-1,,endepapuanewguinea,7-530,kumi,kumi,,,Lindsey2019,,,standardorth,kumi,phonetic
endepapuanewguinea-7-540-1,,endepapuanewguinea,7-540,ttette,ttette,,,Lindsey2019,,,standardorth,ʈᶳeʈᶳe,phonetic
endepapuanewguinea-7-550-1,,endepapuanewguinea,7-550,pos botta,pos botta,,,Lindsey2019,,,standardorth,pos boʈᶳa,phonetic
endepapuanewguinea-7-560-1,,endepapuanewguinea,7-560,pos,pos,,also: täto,Lindsey2019,,,standardorth,pos,phonetic
endepapuanewguinea-7-570-1,,endepapuanewguinea,7-570,botta,botta,,,Lindsey2019,,,standardorth,boʈᶳa,phonetic
endepapuanewguinea-7-610-1,,endepapuanewguinea,7-610,gogoag,gogoag,,builder. Also: melemang (worker).,Lindsey2019,,,standardorth,ɡoɡoaɡ,phonetic
endepapuanewguinea-8-110-1,,endepapuanewguinea,8-110,mondrog,mondrog,,,Lindsey2019,,,standardorth,mondroɡ,phonetic
endepapuanewguinea-8-120-1,,endepapuanewguinea,8-120,ttängäm,ttängäm,,,Lindsey2019,,,standardorth,ʈᶳəŋəm,phonetic
endepapuanewguinea-8-130-1,,endepapuanewguinea,8-130,ttängäm,ttängäm,,,Lindsey2019,,,standardorth,ʈᶳəŋəm,phonetic
endepapuanewguinea-8-150-1,,endepapuanewguinea,8-150,gällae,gällae,,,Lindsey2019,,,standardorth,ɡəɽaj,phonetic
endepapuanewguinea-8-160-1,,endepapuanewguinea,8-160,polle,polle,,,Lindsey2019,,,standardorth,poɽe,phonetic
endepapuanewguinea-8-170-1,,endepapuanewguinea,8-170,go,go,,,Lindsey2019,,,standardorth,ɡo,phonetic
endepapuanewguinea-8-210-1,,endepapuanewguinea,8-210,gällae,gällae,,,Lindsey2019,,,standardorth,ɡəɽaj,phonetic
endepapuanewguinea-8-220-1,,endepapuanewguinea,8-220,kɨllkɨll,kɨllkɨll,,also: glagle,Lindsey2019,,,standardorth,kɪɽkɪɽ,phonetic
endepapuanewguinea-8-230-1,,endepapuanewguinea,8-230,speid,speid,,,Lindsey2019,,,standardorth,spejd,phonetic
endepapuanewguinea-8-240-1,,endepapuanewguinea,8-240,sabol,sabol,,,Lindsey2019,,,standardorth,sabol,phonetic
endepapuanewguinea-8-250-1,,endepapuanewguinea,8-250,pambu,pambu,,,Lindsey2019,,,standardorth,pambu,phonetic
endepapuanewguinea-8-260-1,,endepapuanewguinea,8-260,pok,pok,,,Lindsey2019,,,standardorth,pok,phonetic
endepapuanewguinea-8-270-1,,endepapuanewguinea,8-270,reik,reik,,,Lindsey2019,,,standardorth,rejk,phonetic
endepapuanewguinea-8-310-1,,endepapuanewguinea,8-310,ibeny,ibeny,,also: pädrall,Lindsey2019,,,standardorth,ibeɲ,phonetic
endepapuanewguinea-8-311-1,,endepapuanewguinea,8-311,kutt,kutt,,also: kwätt,Lindsey2019,,,standardorth,kuʈᶳ,phonetic
endepapuanewguinea-8-320-1,,endepapuanewguinea,8-320,ttäkoe,ttäkoe,,also: täträp,Lindsey2019,,,standardorth,ʈᶳəkoj,phonetic
endepapuanewguinea-8-330-1,,endepapuanewguinea,8-330,kapa giri,kapa giri,,,Lindsey2019,,,standardorth,kapa ɡiri,phonetic
endepapuanewguinea-8-410-1,,endepapuanewguinea,8-410,dadel,dadel,,,Lindsey2019,,,standardorth,dadel,phonetic
endepapuanewguinea-8-470-1,,endepapuanewguinea,8-470,kunur,kunur,,,Lindsey2019,,,standardorth,kunur,phonetic
endepapuanewguinea-8-480-1,,endepapuanewguinea,8-480,ankom bällkäp,ankom bällkäp,,,Lindsey2019,,,standardorth,ankom bəɽkəp,phonetic
endepapuanewguinea-8-510-1,,endepapuanewguinea,8-510,towall,towall,,,Lindsey2019,,,standardorth,towaɽ,phonetic
endepapuanewguinea-8-531-1,,endepapuanewguinea,8-531,ibeny,ibeny,,,Lindsey2019,,,standardorth,ibeɲ,phonetic
endepapuanewguinea-8-540-1,,endepapuanewguinea,8-540,wälländd,wälländd,,,Lindsey2019,,,standardorth,wəɽənɖᶼ,phonetic
endepapuanewguinea-8-550-1,,endepapuanewguinea,8-550,ddage,ddage,,,Lindsey2019,,,standardorth,ɖᶼaɡe,phonetic
endepapuanewguinea-8-560-1,,endepapuanewguinea,8-560,ttam,ttam,,,Lindsey2019,,,standardorth,ʈᶳam,phonetic
endepapuanewguinea-8-570-1,,endepapuanewguinea,8-570,popo,popo,,,Lindsey2019,,,standardorth,popo,phonetic
endepapuanewguinea-8-600-1,,endepapuanewguinea,8-600,llo,llo,,,Lindsey2019,,,standardorth,ɽo,phonetic
endepapuanewguinea-8-670-1,,endepapuanewguinea,8-670,kabkab,kabkab,,,Lindsey2019,,,standardorth,kabkab,phonetic
endepapuanewguinea-8-680-1,,endepapuanewguinea,8-680,sokpa,sokpa,,,Lindsey2019,,,standardorth,sokpa,phonetic
endepapuanewguinea-8-690-1,,endepapuanewguinea,8-690,nane,nane,,,Lindsey2019,,,standardorth,nane,phonetic
endepapuanewguinea-8-691-1,,endepapuanewguinea,8-691,bore,bore,,,Lindsey2019,,,standardorth,bore,phonetic
endepapuanewguinea-8-720-1,,endepapuanewguinea,8-720,boma,boma,,,Lindsey2019,,,standardorth,boma,phonetic
endepapuanewguinea-8-730-1,,endepapuanewguinea,8-730,llo pätt,llo pätt,,,Lindsey2019,,,standardorth,ɽo pəʈᶳ,phonetic
endepapuanewguinea-8-740-1,,endepapuanewguinea,8-740,llo ngoeang,llo ngoeang,,,Lindsey2019,,,standardorth,ɽo ŋojaŋ,phonetic
endepapuanewguinea-8-750-1,,endepapuanewguinea,8-750,llo ttoe,llo ttoe,,"general. Also: nyeny, kapang kllop, put, mamlla",Lindsey2019,,,standardorth,ɽo ʈᶳoj,phonetic
endepapuanewguinea-8-760-1,,endepapuanewguinea,8-760,tep,tep,,,Lindsey2019,,,standardorth,tep,phonetic
endepapuanewguinea-8-810-1,,endepapuanewguinea,8-810,sana pätt,sana pätt,,sago palm. Also: nge pätt (coconut palm).,Lindsey2019,,,standardorth,sana pəʈᶳ,phonetic
endepapuanewguinea-8-820-1,,endepapuanewguinea,8-820,nge,nge,,,Lindsey2019,,,standardorth,ŋe,phonetic
endepapuanewguinea-8-830-1,,endepapuanewguinea,8-830,däl llo käp,däl llo käp,,,Lindsey2019,,,standardorth,dəl ɽo kəp,phonetic
endepapuanewguinea-8-840-1,,endepapuanewguinea,8-840,up pätt,up pätt,,,Lindsey2019,,,standardorth,up pəʈᶳ,phonetic
endepapuanewguinea-8-850-1,,endepapuanewguinea,8-850,yämak,yämak,,,Lindsey2019,,,standardorth,jəmak,phonetic
endepapuanewguinea-8-910-1,,endepapuanewguinea,8-910,nae,nae,,,Lindsey2019,,,standardorth,naj,phonetic
endepapuanewguinea-8-912-1,,endepapuanewguinea,8-912,mätta,mätta,,,Lindsey2019,,,standardorth,məʈᶳa,phonetic
endepapuanewguinea-8-920-1,,endepapuanewguinea,8-920,manika,manika,,,Lindsey2019,,,standardorth,manika,phonetic
endepapuanewguinea-8-931-1,,endepapuanewguinea,8-931,pamker,pamker,,,Lindsey2019,,,standardorth,pamker,phonetic
endepapuanewguinea-8-940-1,,endepapuanewguinea,8-940,täl,täl,,,Lindsey2019,,,standardorth,təl,phonetic
endepapuanewguinea-8-941-1,,endepapuanewguinea,8-941,wälländd,wälländd,,,Lindsey2019,,,standardorth,wəɽənɖᶼ,phonetic
endepapuanewguinea-8-960-1,,endepapuanewguinea,8-960,pämbäll,pämbäll,,,Lindsey2019,,,standardorth,pəmbəɽ,phonetic
endepapuanewguinea-8-980-1,,endepapuanewguinea,8-980,llɨkɨm,llɨkɨm,,,Lindsey2019,,,standardorth,ɽɪkɪm,phonetic
endepapuanewguinea-9-110-1,,endepapuanewguinea,9-110,ngasnges,ngasnges,,,Lindsey2019,,,standardorth,ŋasŋes,phonetic
endepapuanewguinea-9-120-1,,endepapuanewguinea,9-120,melem,melem,,,Lindsey2019,,,standardorth,melem,phonetic
endepapuanewguinea-9-140-1,,endepapuanewguinea,9-140,kanyam,kanyam,,,Lindsey2019,,,standardorth,kaɲam,phonetic
endepapuanewguinea-9-150-1,,endepapuanewguinea,9-150,ngädngäd,ngädngäd,,,Lindsey2019,,,standardorth,ŋədŋəd,phonetic
endepapuanewguinea-9-160-1,,endepapuanewguinea,9-160,mällamälla,mällamälla,,,Lindsey2019,,,standardorth,məɽaməɽa,phonetic
endepapuanewguinea-9-161-1,,endepapuanewguinea,9-161,pitkae,pitkae,,,Lindsey2019,,,standardorth,pitkaj,phonetic
endepapuanewguinea-9-190-1,,endepapuanewguinea,9-190,mamlla,mamlla,,,Lindsey2019,,,standardorth,mamɽa,phonetic
endepapuanewguinea-9-192-1,,endepapuanewguinea,9-192,mäkäp,mäkäp,,,Lindsey2019,,,standardorth,məkəp,phonetic
endepapuanewguinea-9-210-1,,endepapuanewguinea,9-210,pllaengän,pllaengän,,,Lindsey2019,,,standardorth,pɽajŋən,phonetic
endepapuanewguinea-9-211-1,,endepapuanewguinea,9-211,papa,papa,,,Lindsey2019,,,standardorth,papa,phonetic
endepapuanewguinea-9-220-1,,endepapuanewguinea,9-220,tärpän,tärpän,,,Lindsey2019,,,standardorth,tərpən,phonetic
endepapuanewguinea-9-221-1,,endepapuanewguinea,9-221,taträp,taträp,,,Lindsey2019,,,standardorth,tatrəp,phonetic
endepapuanewguinea-9-222-1,,endepapuanewguinea,9-222,ttokoe,ttokoe,,,Lindsey2019,,,standardorth,ʈᶳokoj,phonetic
endepapuanewguinea-9-223-1,,endepapuanewguinea,9-223,kolldab,kolldab,,,Lindsey2019,,,standardorth,koɽdab,phonetic
endepapuanewguinea-9-230-1,,endepapuanewguinea,9-230,giri,giri,,,Lindsey2019,,,standardorth,ɡiri,phonetic
endepapuanewguinea-9-250-1,,endepapuanewguinea,9-250,turik,turik,,,Lindsey2019,,,standardorth,turik,phonetic
endepapuanewguinea-9-251-1,,endepapuanewguinea,9-251,azi,azi,,,Lindsey2019,,,standardorth,azi,phonetic
endepapuanewguinea-9-260-1,,endepapuanewguinea,9-260,ttäkam,ttäkam,,stick or long thing. Also: kädab (round thing).,Lindsey2019,,,standardorth,ʈᶳəkam,phonetic
endepapuanewguinea-9-261-1,,endepapuanewguinea,9-261,ttäkamatt,ttäkamatt,,"Also: ttokoll, kädabatt, kodor",Lindsey2019,,,standardorth,ʈᶳəkamaʈᶳ,phonetic
endepapuanewguinea-9-270-1,,endepapuanewguinea,9-270,pallkam,pallkam,,,Lindsey2019,,,standardorth,paɽkam,phonetic
endepapuanewguinea-9-280-1,,endepapuanewguinea,9-280,pisam,pisam,,,Lindsey2019,,,standardorth,pisam,phonetic
endepapuanewguinea-9-290-1,,endepapuanewguinea,9-290,kokop,kokop,,,Lindsey2019,,,standardorth,kokop,phonetic
endepapuanewguinea-9-310-1,,endepapuanewguinea,9-310,mokmok,mokmok,,,Lindsey2019,,,standardorth,mokmok,phonetic
endepapuanewguinea-9-320-1,,endepapuanewguinea,9-320,nyängkoe,nyängkoe,,,Lindsey2019,,,standardorth,ɲəŋkoj,phonetic
endepapuanewguinea-9-330-1,,endepapuanewguinea,9-330,nyongkoe,nyongkoe,,,Lindsey2019,,,standardorth,ɲoŋkoj,phonetic
endepapuanewguinea-9-340-1,,endepapuanewguinea,9-340,bällgae,bällgae,,,Lindsey2019,,,standardorth,bəɽɡaj,phonetic
endepapuanewguinea-9-341-1,,endepapuanewguinea,9-341,ittal,ittal,,with rope. Also: kollwany (on stick/house).,Lindsey2019,,,standardorth,iʈᶳal,phonetic
endepapuanewguinea-9-342-1,,endepapuanewguinea,9-342,inam,inam,,,Lindsey2019,,,standardorth,inam,phonetic
endepapuanewguinea-9-343-1,,endepapuanewguinea,9-343,mälmäl,mälmäl,,also: kängkäm,Lindsey2019,,,standardorth,məlməl,phonetic
endepapuanewguinea-9-350-1,,endepapuanewguinea,9-350,gollab,gollab,,,Lindsey2019,,,standardorth,ɡoɽab,phonetic
endepapuanewguinea-9-360-1,,endepapuanewguinea,9-360,tatu,tatu,,also: gängglläm,Lindsey2019,,,standardorth,tatu,phonetic
endepapuanewguinea-9-370-1,,endepapuanewguinea,9-370,omom,omom,,,Lindsey2019,,,standardorth,omom,phonetic
endepapuanewguinea-9-380-1,,endepapuanewguinea,9-380,tan,tan,,,Lindsey2019,,,standardorth,tan,phonetic
endepapuanewguinea-9-422-1,,endepapuanewguinea,9-422,melemma za,melemma za,,,Lindsey2019,,,standardorth,melemma za,phonetic
endepapuanewguinea-9-430-1,,endepapuanewguinea,9-430,ma gogoag,ma gogoag,,,Lindsey2019,,,standardorth,ma ɡoɡoaɡ,phonetic
endepapuanewguinea-9-440-1,,endepapuanewguinea,9-440,gogo,gogo,,,Lindsey2019,,,standardorth,ɡoɡo,phonetic
endepapuanewguinea-9-460-1,,endepapuanewguinea,9-460,täratäre,täratäre,,,Lindsey2019,,,standardorth,təratəre,phonetic
endepapuanewguinea-9-461-1,,endepapuanewguinea,9-461,tratre,tratre,,,Lindsey2019,,,standardorth,tratre,phonetic
endepapuanewguinea-9-480-1,,endepapuanewguinea,9-480,llo tärpan ma,llo tärpan ma,,,Lindsey2019,,,standardorth,ɽo tərpan ma,phonetic
endepapuanewguinea-9-490-1,,endepapuanewguinea,9-490,papa ma,papa ma,,,Lindsey2019,,,standardorth,papa ma,phonetic
endepapuanewguinea-9-500-1,,endepapuanewguinea,9-500,neil,neil,,,Lindsey2019,,,standardorth,neil,phonetic
endepapuanewguinea-9-560-1,,endepapuanewguinea,9-560,ddängameny ma ine,ddängameny ma ine,,,Lindsey2019,,,standardorth,ɖᶼəŋameɲ ma ine,phonetic
endepapuanewguinea-9-610-1,,endepapuanewguinea,9-610,wabeb,wabeb,,,Lindsey2019,,,standardorth,wabeb,phonetic
endepapuanewguinea-9-670-1,,endepapuanewguinea,9-670,auri,auri,,,Lindsey2019,,,standardorth,awri,phonetic
endepapuanewguinea-9-720-1,,endepapuanewguinea,9-720,ngasnges,ngasnges,,,Lindsey2019,,,standardorth,ŋasŋes,phonetic
endepapuanewguinea-9-730-1,,endepapuanewguinea,9-730,pale,pale,,,Lindsey2019,,,standardorth,pale,phonetic
endepapuanewguinea-9-740-1,,endepapuanewguinea,9-740,glas,glas,,,Lindsey2019,,,standardorth,ɡlas,phonetic
endepapuanewguinea-9-750-1,,endepapuanewguinea,9-750,i,i,,,Lindsey2019,,,standardorth,i,phonetic
endepapuanewguinea-9-760-1,,endepapuanewguinea,9-760,nyäng,nyäng,,,Lindsey2019,,,standardorth,ɲəŋ,phonetic
endepapuanewguinea-9-770-1,,endepapuanewguinea,9-770,tater,tater,,,Lindsey2019,,,standardorth,tater,phonetic
endepapuanewguinea-9-771-1,,endepapuanewguinea,9-771,kaptte gullun,kaptte gullun,,,Lindsey2019,,,standardorth,kapʈᶳe ɡuɽun,phonetic
endepapuanewguinea-9-780-1,,endepapuanewguinea,9-780,gull nyäng,gull nyäng,,,Lindsey2019,,,standardorth,ɡuɽ ɲəŋ,phonetic
endepapuanewguinea-9-790-1,,endepapuanewguinea,9-790,wel pädoe ma,wel pädoe ma,,,Lindsey2019,,,standardorth,wel pədoj ma,phonetic
endepapuanewguinea-9-791-1,,endepapuanewguinea,9-791,wallgänen,wallgänen,,also: walläg,Lindsey2019,,,standardorth,waɽɡənen,phonetic
endepapuanewguinea-9-810-1,,endepapuanewguinea,9-810,ngasnges,ngasnges,,,Lindsey2019,,,standardorth,ŋasŋes,phonetic
endepapuanewguinea-9-830-1,,endepapuanewguinea,9-830,llo popoatt,llo popoatt,,,Lindsey2019,,,standardorth,ɽo popoaʈᶳ,phonetic
endepapuanewguinea-9-840-1,,endepapuanewguinea,9-840,llo täranen ma,llo täranen ma,,,Lindsey2019,,,standardorth,ɽo təranen ma,phonetic
endepapuanewguinea-9-880-1,,endepapuanewguinea,9-880,nyäny ma,nyäny ma,,,Lindsey2019,,,standardorth,ɲəɲ ma,phonetic
endepapuanewguinea-9-890-1,,endepapuanewguinea,9-890,nyäny ma,nyäny ma,,,Lindsey2019,,,standardorth,ɲəɲ ma,phonetic
endepapuanewguinea-10-110-1,,endepapuanewguinea,10-110,mondre,mondre,,also: ingoll,Lindsey2019,,,standardorth,mondre,phonetic
endepapuanewguinea-10-120-1,,endepapuanewguinea,10-120,pänae,pänae,,,Lindsey2019,,,standardorth,pənaj,phonetic
endepapuanewguinea-10-130-1,,endepapuanewguinea,10-130,pänae,pänae,,,Lindsey2019,,,standardorth,pənaj,phonetic
endepapuanewguinea-10-140-1,,endepapuanewguinea,10-140,opop,opop,,,Lindsey2019,,,standardorth,opop,phonetic
endepapuanewguinea-10-150-1,,endepapuanewguinea,10-150,llädae,llädae,,,Lindsey2019,,,standardorth,ɽədaj,phonetic
endepapuanewguinea-10-160-1,,endepapuanewguinea,10-160,spun,spun,,,Lindsey2019,,,standardorth,spun,phonetic
endepapuanewguinea-10-170-1,,endepapuanewguinea,10-170,popllo,popllo,,,Lindsey2019,,,standardorth,popɽo,phonetic
endepapuanewguinea-10-210-1,,endepapuanewguinea,10-210,bämbllädd,bämbllädd,,,Lindsey2019,,,standardorth,bəmbɽəɖᶼ,phonetic
endepapuanewguinea-10-220-1,,endepapuanewguinea,10-220,ngänglläb,ngänglläb,,,Lindsey2019,,,standardorth,ŋəŋɽəb,phonetic
endepapuanewguinea-10-230-1,,endepapuanewguinea,10-230,spun,spun,,,Lindsey2019,,,standardorth,spun,phonetic
endepapuanewguinea-10-240-1,,endepapuanewguinea,10-240,däbae,däbae,,,Lindsey2019,,,standardorth,dəbaj,phonetic
endepapuanewguinea-10-250-1,,endepapuanewguinea,10-250,spun,spun,,,Lindsey2019,,,standardorth,spun,phonetic
endepapuanewguinea-10-252-1,,endepapuanewguinea,10-252,mällam,mällam,,,Lindsey2019,,,standardorth,məɽam,phonetic
endepapuanewguinea-10-260-1,,endepapuanewguinea,10-260,inggoe,inggoe,,,Lindsey2019,,,standardorth,iŋɡoj,phonetic
